"id","uniqueElement","name","link","icon","createdAt","updatedAt"
"358247db-d01e-4bce-badd-36915bac7660",,"Richpanel: AI Customer Support","https://apps.shopify.com/customer-support?search_id=8c8caea8-e80c-445b-8d46-74f6500616d1&shallow_install_type=search&surface_detail=richpanel&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/5fda90cdb17ccf168142bb05bd2883ca/icon/CIiD9-qS54QDEAE=.png","2025-02-11T13:11:35.853Z","2025-02-11T13:11:35.853Z"
"38d3748e-1e1a-40ff-b97b-a615f826e07c",,"GOAFFPRO ‑ Affiliate Marketing","https://apps.shopify.com/goaffpro?search_id=a098968e-a087-4e99-bc98-1ed7b5195a61&shallow_install_type=search&surface_detail=goaffpro&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/eda11fcd576a556494594ddd4660db71/icon/CLXQoaeknv0CEAE=.png","2025-02-11T13:11:37.213Z","2025-02-11T13:11:37.213Z"
"96eb5086-96e3-4fc3-8650-875004c63683",,"Loox ‑ Product Reviews App","https://apps.shopify.com/loox?search_id=816cb763-4b1b-4309-a1a7-ca50f6a15af6&shallow_install_type=search&surface_detail=loox&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/252ae7c55fa0e8a35df7f6ff3c8c1596/icon/CPLp1Kb0lu8CEAE=.jpg","2025-02-11T13:11:39.150Z","2025-02-11T13:11:39.150Z"
"408fc60a-af0f-4b6a-b9e2-ed48a36d685e",,"Weglot ‑ Translate Your Store","https://apps.shopify.com/weglot?search_id=9c155d65-1d5f-4379-a601-3a7b297e9d08&shallow_install_type=search&surface_detail=weglot&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/1100dfd67203a3b26b660c0e006b7c9c/icon/CMvr27n0lu8CEAE=.png","2025-02-11T13:11:40.572Z","2025-02-11T13:11:40.572Z"
"b44aa16b-68d0-4dd6-88e4-291f06c232d7",,"PixelPro: Facebook Pixel CAPI","https://apps.shopify.com/adtrace-facebook-pixel-conversion-api?ot=c8fe3b54-3f96-4aee-8d80-70615803348c&search_id=4ce43237-1ecd-4629-9e75-9dc2efe7dd1e&surface_detail=facebook&surface_inter_position=1&surface_intra_position=2&surface_type=search_ad","https://cdn.shopify.com/app-store/listing_images/f990d93273ab26e101c219ddd2288e4f/icon/CKSumJeclIcDEAE=.png","2025-02-11T13:11:42.554Z","2025-02-11T13:11:42.554Z"
"9424a9d4-b11a-4f33-9945-b4f894e6bfce",,"Google & YouTube","https://apps.shopify.com/google?search_id=69751977-6902-4fb7-820c-596a08642d75&shallow_install_type=search&surface_detail=google&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/a78e004f44cded1b6998e7a6e081a230/icon/COng2Lf0lu8CEAE=.png","2025-02-11T13:11:44.458Z","2025-02-11T13:11:44.458Z"
"abdbcf2f-8c9c-4244-923c-04e35680664b",,"Videowise Shoppable Videos UGC","https://apps.shopify.com/video-shopping?search_id=28cda14e-1496-4604-9454-86fc3900be62&shallow_install_type=search&surface_detail=videowise&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/5b82a31db34eea0009b3444e3c2b4f9f/icon/CNiS78fJmosDEAE=.jpeg","2025-02-11T13:11:45.826Z","2025-02-11T13:11:45.826Z"
"b3364df0-3b9d-401a-8097-26e948865820",,"Klaviyo: Email Marketing & SMS","https://apps.shopify.com/klaviyo-email-marketing?search_id=49ff1fe4-0ba8-470f-919a-82de6d5aecf0&shallow_install_type=search&surface_detail=klaviyo&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/5edd9000b933a8fa88c152d1e498531f/icon/CP6B2OOv3PYCEAE=.png","2025-02-11T13:11:47.273Z","2025-02-11T13:11:47.273Z"
"72d6e790-6ce8-441c-bfe0-360e82606533",,"BSS Product Options, Variant","https://apps.shopify.com/product-options-by-bss?search_id=81027ded-62d3-4c1b-8efb-459c2a132a43&surface_detail=product-options&surface_inter_position=1&surface_intra_position=5&surface_type=search","https://cdn.shopify.com/app-store/listing_images/5e7100d6dd8a25eae7b75d50f0d897df/icon/CMf4vuTKx_8CEAE=.png","2025-02-11T13:11:48.886Z","2025-02-11T13:11:48.886Z"
"44906fc6-b179-40a5-bfce-55f84da93e93",,"AfterSell Post Purchase Upsell","https://apps.shopify.com/aftersell?search_id=cef0c934-2f52-49ec-9aea-7ce2cf256e2b&shallow_install_type=search&surface_detail=aftersell&surface_inter_position=1&surface_intra_position=1&surface_type=search","https://cdn.shopify.com/app-store/listing_images/0a188ac0a2531baa73ee90cffa03529b/icon/CITjwvm8mIMDEAE=.png","2025-02-11T13:11:50.246Z","2025-02-11T13:11:50.246Z"
